id,label,timeset,City_name,State_name
30670,"Belmar/Farmingdale NJ",,"Belmar/Farmingdale NJ","New Jersey"
31938,"Gaylord MI",,"Gaylord MI","Michigan"
30990,"Charlottesville VA",,"Charlottesville VA","Virginia"
30775,"Barter Island AK",,"Barter Island AK","Alaska"
31274,"Dubuque IA",,"Dubuque IA","Iowa"
34711,"State College PA",,"State College PA","Pennsylvania"
30994,"Charleston SC",,"Charleston SC","South Carolina"
31317,"Diomede Island AK",,"Diomede Island AK","Alaska"
30996,"Chuathbaluk AK",,"Chuathbaluk AK","Alaska"
35548,"Leesburg VA",,"Leesburg VA","Virginia"
36347,"El Capitan AK",,"El Capitan AK","Alaska"
32016,"Guam TT",,"Guam TT","U.S. Pacific Trust Territories and Possessions"
35620,"Camp Douglas WI",,"Camp Douglas WI","Wisconsin"
30285,"Durango CO",,"Durango CO","Colorado"
32018,"Gallup NM",,"Gallup NM","New Mexico"
32156,"Helena MT",,"Helena MT","Montana"
35991,"Yakutat AK",,"Yakutat AK","Alaska"
32155,"Holland MI",,"Holland MI","Michigan"
31672,"Fishers Island NY",,"Fishers Island NY","New York"
35138,"Fort Leonard Wood MO",,"Fort Leonard Wood MO","Missouri"
33541,"Martha's Vineyard MA",,"Martha's Vineyard MA","Massachusetts"
33770,"Nunapitchuk AK",,"Nunapitchuk AK","Alaska"
36343,"Lancaster Cove AK",,"Lancaster Cove AK","Alaska"
31778,"Fort Smith AR",,"Fort Smith AR","Arkansas"
34987,"Stony River AK",,"Stony River AK","Alaska"
34986,"Sarasota/Bradenton FL",,"Sarasota/Bradenton FL","Florida"
33839,"Kent OH",,"Kent OH","Ohio"
34323,"Bremerton WA",,"Bremerton WA","Washington"
30703,"Burns OR",,"Burns OR","Oregon"
34321,"Portland ME",,"Portland ME","Maine"
32571,"Beloit/Janesville WI",,"Beloit/Janesville WI","Wisconsin"
34054,"Pendleton OR",,"Pendleton OR","Oregon"
34057,"Portland OR",,"Portland OR","Oregon"
31550,"Emmonak AK",,"Emmonak AK","Alaska"
31165,"Coatesville PA",,"Coatesville PA","Pennsylvania"
34119,"Pilot Point AK",,"Pilot Point AK","Alaska"
31555,"Kenai AK",,"Kenai AK","Alaska"
31547,"Ely NV",,"Ely NV","Nevada"
31007,"Chalkyitsik AK",,"Chalkyitsik AK","Alaska"
31411,"Deering AK",,"Deering AK","Alaska"
32086,"Shoal Cove AK",,"Shoal Cove AK","Alaska"
31003,"Cedar Rapids/Iowa City IA",,"Cedar Rapids/Iowa City IA","Iowa"
34113,"Pocatello ID",,"Pocatello ID","Idaho"
31617,"New Bern/Morehead/Beaufort NC",,"New Bern/Morehead/Beaufort NC","North Carolina"
33554,"Maxton NC",,"Maxton NC","North Carolina"
31481,"Panama City FL",,"Panama City FL","Florida"
31484,"Edna Bay AK",,"Edna Bay AK","Alaska"
33947,"Oscoda MI",,"Oscoda MI","Michigan"
36440,"International Seafoods AK",,"International Seafoods AK","Alaska"
32389,"Williston ND",,"Williston ND","North Dakota"
30076,"Yukon Charley Rivvers AK",,"Yukon Charley Rivvers AK","Alaska"
30074,"Cape Sarichef AK",,"Cape Sarichef AK","Alaska"
30073,"Deadhorse AK",,"Deadhorse AK","Alaska"
34025,"Plattsburgh NY",,"Plattsburgh NY","New York"
35124,"Tanana AK",,"Tanana AK","Alaska"
30070,"Kodiak AK",,"Kodiak AK","Alaska"
34028,"Pack Creek AK",,"Pack Creek AK","Alaska"
30266,"Alamogordo NM",,"Alamogordo NM","New Mexico"
30304,"Aniak AK",,"Aniak AK","Alaska"
31076,"Hancock/Houghton MI",,"Hancock/Houghton MI","Michigan"
35278,"Tin City AK",,"Tin City AK","Alaska"
32363,"El Centro CA",,"El Centro CA","California"
35374,"Tupelo MS",,"Tupelo MS","Mississippi"
32474,"Columbia MO",,"Columbia MO","Missouri"
35271,"Sparta TN",,"Sparta TN","Tennessee"
30329,"Naples FL",,"Naples FL","Florida"
33470,"Morganton NC",,"Morganton NC","North Carolina"
31309,"Dalhart TX",,"Dalhart TX","Texas"
31097,"Cody WY",,"Cody WY","Wyoming"
31092,"Moab UT",,"Moab UT","Utah"
31093,"Marina CA",,"Marina CA","California"
34614,"Salt Lake City UT",,"Salt Lake City UT","Utah"
33502,"Montrose/Delta CO",,"Montrose/Delta CO","Colorado"
34618,"Mary Esther FL",,"Mary Esther FL","Florida"
35982,"Fortuna CA",,"Fortuna CA","California"
33072,"Las Cruces NM",,"Las Cruces NM","New Mexico"
30977,"Chicago IL",,"Chicago IL","Illinois"
33076,"La Crosse WI",,"La Crosse WI","Wisconsin"
32878,"Lafayette IN",,"Lafayette IN","Indiana"
30979,"Casa Grande AZ",,"Casa Grande AZ","Arizona"
33507,"Montauk Point NY",,"Montauk Point NY","New York"
34778,"Smithfield RI",,"Smithfield RI","Rhode Island"
35754,"Hyder AK",,"Hyder AK","Alaska"
35973,"Lakeport CA",,"Lakeport CA","California"
30322,"Altoona PA",,"Altoona PA","Pennsylvania"
31394,"New Smyrna Beach FL",,"New Smyrna Beach FL","Florida"
32402,"Hilo HI",,"Hilo HI","Hawaii"
35693,"Katmai Bay AK",,"Katmai Bay AK","Alaska"
35979,"Decatur WA",,"Decatur WA","Washington"
35978,"Ashland OR",,"Ashland OR","Oregon"
33424,"Modesto CA",,"Modesto CA","California"
35472,"Umiat AK",,"Umiat AK","Alaska"
32899,"North Platte NE",,"North Platte NE","Nebraska"
32993,"Livengood AK",,"Livengood AK","Alaska"
35478,"Unalakleet AK",,"Unalakleet AK","Alaska"
32610,"Kake AK",,"Kake AK","Alaska"
33211,"Mason City IA",,"Mason City IA","Iowa"
32615,"Kaltag AK",,"Kaltag AK","Alaska"
33063,"Jacksonville AR",,"Jacksonville AR","Arkansas"
33214,"San Antonio TX",,"San Antonio TX","Texas"
32999,"Lake Jackson TX",,"Lake Jackson TX","Texas"
35579,"Valdez AK",,"Valdez AK","Alaska"
36101,"Yakima WA",,"Yakima WA","Washington"
36133,"Youngstown/Warren OH",,"Youngstown/Warren OH","Ohio"
31953,"Gainesville FL",,"Gainesville FL","Florida"
34273,"Port Heiden AK",,"Port Heiden AK","Alaska"
31898,"Grand Forks ND",,"Grand Forks ND","North Dakota"
31899,"Glens Falls NY",,"Glens Falls NY","New York"
31567,"Ephrata/Moses Lake WA",,"Ephrata/Moses Lake WA","Washington"
35570,"Victorville CA",,"Victorville CA","California"
31895,"Great Falls MT",,"Great Falls MT","Montana"
33410,"Marion OH",,"Marion OH","Ohio"
35678,"Mush Bay AK",,"Mush Bay AK","Alaska"
30558,"Scottsbluff NE",,"Scottsbluff NE","Nebraska"
30559,"Seattle WA",,"Seattle WA","Washington"
33282,"Morgantown WV",,"Morgantown WV","West Virginia"
30414,"Augusta/Waterville ME",,"Augusta/Waterville ME","Maine"
30416,"Alakanuk AK",,"Alakanuk AK","Alaska"
30419,"Auburn AL",,"Auburn AL","Alabama"
32448,"Jackson/Vicksburg MS",,"Jackson/Vicksburg MS","Mississippi"
34871,"Salem OR",,"Salem OR","Oregon"
34877,"Salina KS",,"Salina KS","Kansas"
34875,"Saranac Lake/Lake Placid NY",,"Saranac Lake/Lake Placid NY","New York"
30557,"Bradford PA",,"Bradford PA","Pennsylvania"
33771,"Mountain View CA",,"Mountain View CA","California"
32575,"Los Angeles CA",,"Los Angeles CA","California"
32576,"Jackson MI",,"Jackson MI","Michigan"
33772,"Whidbey Island WA",,"Whidbey Island WA","Washington"
35581,"Venetie AK",,"Venetie AK","Alaska"
35582,"Vernal UT",,"Vernal UT","Utah"
34467,"Roseburg OR",,"Roseburg OR","Oregon"
33676,"Nikolai AK",,"Nikolai AK","Alaska"
32902,"Liberal KS",,"Liberal KS","Kansas"
33506,"Mattoon/Charleston IL",,"Mattoon/Charleston IL","Illinois"
33851,"Oklahoma City OK",,"Oklahoma City OK","Oklahoma"
33504,"Metlakatla AK",,"Metlakatla AK","Alaska"
32721,"Larsen Bay AK",,"Larsen Bay AK","Alaska"
32720,"Levelock AK",,"Levelock AK","Alaska"
33501,"Marathon FL",,"Marathon FL","Florida"
34275,"Pontiac MI",,"Pontiac MI","Michigan"
30630,"Broomfield CO",,"Broomfield CO","Colorado"
32455,"Jonesboro AR",,"Jonesboro AR","Arkansas"
32195,"Hooper Bay AK",,"Hooper Bay AK","Alaska"
30327,"Napa CA",,"Napa CA","California"
34270,"Port Alexander AK",,"Port Alexander AK","Alaska"
32190,"Hot Springs AR",,"Hot Springs AR","Arkansas"
30324,"Amook Bay AK",,"Amook Bay AK","Alaska"
32294,"Igiugig AK",,"Igiugig AK","Alaska"
32297,"Kingman AZ",,"Kingman AZ","Arizona"
35406,"Tyonek AK",,"Tyonek AK","Alaska"
35401,"Texarkana AR",,"Texarkana AR","Arkansas"
33693,"Naukiti AK",,"Naukiti AK","Alaska"
33911,"Meshik AK",,"Meshik AK","Alaska"
33914,"Pumice AK",,"Pumice AK","Alaska"
31823,"Fort Wayne IN",,"Fort Wayne IN","Indiana"
30204,"Angoon AK",,"Angoon AK","Alaska"
31821,"Unuk River AK",,"Unuk River AK","Alaska"
34646,"Ruidoso NM",,"Ruidoso NM","New Mexico"
31825,"Farewell AK",,"Farewell AK","Alaska"
35862,"Tuntutuliak AK",,"Tuntutuliak AK","Alaska"
31732,"Fort Pierce FL",,"Fort Pierce FL","Florida"
30154,"Nantucket MA",,"Nantucket MA","Massachusetts"
30155,"Waco TX",,"Waco TX","Texas"
30157,"Arcata/Eureka CA",,"Arcata/Eureka CA","California"
30529,"Hartford CT",,"Hartford CT","Connecticut"
32755,"New Stuyahok AK",,"New Stuyahok AK","Alaska"
35939,"Jerome ID",,"Jerome ID","Idaho"
30257,"Albany NY",,"Albany NY","New York"
30255,"Huntsville AL",,"Huntsville AL","Alabama"
33596,"Pottstown PA",,"Pottstown PA","Pennsylvania"
30158,"Atlantic City NJ",,"Atlantic City NJ","New Jersey"
30744,"Burlington IA",,"Burlington IA","Iowa"
30747,"Brownsville TX",,"Brownsville TX","Texas"
31283,"Dodge City KS",,"Dodge City KS","Kansas"
31699,"Florence SC",,"Florence SC","South Carolina"
31280,"Dahl Creek AK",,"Dahl Creek AK","Alaska"
35153,"Tuscaloosa AL",,"Tuscaloosa AL","Alabama"
31695,"Flagstaff AZ",,"Flagstaff AZ","Arizona"
34013,"Palmer AK",,"Palmer AK","Alaska"
31122,"Casper WY",,"Casper WY","Wyoming"
31123,"St. Louis MO",,"St. Louis MO","Missouri"
31693,"Fond Du Lac WI",,"Fond Du Lac WI","Wisconsin"
33825,"Norfolk NE",,"Norfolk NE","Nebraska"
32122,"Hogatza AK",,"Hogatza AK","Alaska"
33821,"Oak Harbor WA",,"Oak Harbor WA","Washington"
32124,"Hilton Head SC",,"Hilton Head SC","South Carolina"
32129,"Hibbing MN",,"Hibbing MN","Minnesota"
30333,"Alpena MI",,"Alpena MI","Michigan"
33024,"Klamath Falls OR",,"Klamath Falls OR","Oregon"
31013,"Sault Ste. Marie MI",,"Sault Ste. Marie MI","Michigan"
30363,"Minocqua/Woodruff WI",,"Minocqua/Woodruff WI","Wisconsin"
32869,"Zachar Bay AK",,"Zachar Bay AK","Alaska"
33899,"Ophir AK",,"Ophir AK","Alaska"
30731,"Brunswick GA",,"Brunswick GA","Georgia"
30732,"Aguadilla PR",,"Aguadilla PR","Puerto Rico"
30361,"Watertown NY",,"Watertown NY","New York"
31234,"Cape Yakataga AK",,"Cape Yakataga AK","Alaska"
34477,"Roche Harbor WA",,"Roche Harbor WA","Washington"
30739,"Brainerd MN",,"Brainerd MN","Minnesota"
34474,"Ruby AK",,"Ruby AK","Alaska"
34125,"Point Lay AK",,"Point Lay AK","Alaska"
34656,"Rocky Mount NC",,"Rocky Mount NC","North Carolina"
34653,"Tulsa OK",,"Tulsa OK","Oklahoma"
34120,"Pierre SD",,"Pierre SD","South Dakota"
35709,"Wales AK",,"Wales AK","Alaska"
34797,"Skagway AK",,"Skagway AK","Alaska"
34794,"St. George UT",,"St. George UT","Utah"
31468,"Kearney NE",,"Kearney NE","Nebraska"
34792,"Sugar Land TX",,"Sugar Land TX","Texas"
34699,"Hayden CO",,"Hayden CO","Colorado"
35700,"Katmai Lodge AK",,"Katmai Lodge AK","Alaska"
30951,"Coffee Point AK",,"Coffee Point AK","Alaska"
31197,"Clovis NM",,"Clovis NM","New Mexico"
34559,"Rampart AK",,"Rampart AK","Alaska"
34493,"Red Devil AK",,"Red Devil AK","Alaska"
34492,"Raleigh/Durham NC",,"Raleigh/Durham NC","North Carolina"
36352,"Cloverdale CA",,"Cloverdale CA","California"
31198,"Corvallis OR",,"Corvallis OR","Oregon"
34551,"Bornite/Ruby Creek AK",,"Bornite/Ruby Creek AK","Alaska"
34553,"Rome NY",,"Rome NY","New York"
31430,"Denton TX",,"Denton TX","Texas"
35380,"Traverse City MI",,"Traverse City MI","Michigan"
35381,"Thief River Falls MN",,"Thief River Falls MN","Minnesota"
33360,"Melbourne FL",,"Melbourne FL","Florida"
33139,"Lynchburg VA",,"Lynchburg VA","Virginia"
35385,"Twin Hills AK",,"Twin Hills AK","Alaska"
30933,"Chicopee Falls MA",,"Chicopee Falls MA","Massachusetts"
30930,"Crescent City CA",,"Crescent City CA","California"
35389,"Twin Falls ID",,"Twin Falls ID","Idaho"
31517,"Fairbanks AK",,"Fairbanks AK","Alaska"
31043,"Clear AK",,"Clear AK","Alaska"
35011,"Starkville MS",,"Starkville MS","Mississippi"
31512,"Cape Newenham AK",,"Cape Newenham AK","Alaska"
31511,"Egegik AK",,"Egegik AK","Alaska"
31049,"College Station/Bryan TX",,"College Station/Bryan TX","Texas"
31048,"Clinton OK",,"Clinton OK","Oklahoma"
35934,"Granite Point AK",,"Granite Point AK","Alaska"
35203,"York PA",,"York PA","Pennsylvania"
33486,"Missoula MT",,"Missoula MT","Montana"
32891,"Lawton/Fort Sill OK",,"Lawton/Fort Sill OK","Oklahoma"
33484,"Muscle Shoals AL",,"Muscle Shoals AL","Alabama"
33493,"Monticello NY",,"Monticello NY","New York"
32896,"Lubbock TX",,"Lubbock TX","Texas"
33728,"Pensacola FL",,"Pensacola FL","Florida"
33480,"Mesa AZ",,"Mesa AZ","Arizona"
32544,"CONCORD NC",,"CONCORD NC","North Carolina"
32547,"Rochester MN",,"Rochester MN","Minnesota"
32898,"Latrobe PA",,"Latrobe PA","Pennsylvania"
30146,"Albany GA",,"Albany GA","Georgia"
32758,"Kona HI",,"Kona HI","Hawaii"
35639,"Albemarle NC",,"Albemarle NC","North Carolina"
34695,"Sheboygan WI",,"Sheboygan WI","Wisconsin"
33968,"Anacortes WA",,"Anacortes WA","Washington"
31992,"Goldsboro NC",,"Goldsboro NC","North Carolina"
33498,"Mt. Clemens MI",,"Mt. Clemens MI","Michigan"
32663,"False Pass AK",,"False Pass AK","Alaska"
31997,"Gustavus AK",,"Gustavus AK","Alaska"
33597,"Robbinsville NJ",,"Robbinsville NJ","New Jersey"
31995,"Greensboro/High Point NC",,"Greensboro/High Point NC","North Carolina"
31994,"Goshen IN",,"Goshen IN","Indiana"
30254,"Alabaster AL",,"Alabaster AL","Alabama"
32945,"Lexington KY",,"Lexington KY","Kentucky"
30294,"Ames IA",,"Ames IA","Iowa"
33432,"Moses Point AK",,"Moses Point AK","Alaska"
33009,"Lakeview OR",,"Lakeview OR","Oregon"
35841,"Wrangell AK",,"Wrangell AK","Alaska"
30556,"Blue Fox Bay AK",,"Blue Fox Bay AK","Alaska"
33434,"Mountain Village AK",,"Mountain Village AK","Alaska"
35842,"Fort Dix NJ",,"Fort Dix NJ","New Jersey"
33003,"Kulik Lake AK",,"Kulik Lake AK","Alaska"
34965,"Santa Ynez CA",,"Santa Ynez CA","California"
32822,"Brevig Mission AK",,"Brevig Mission AK","Alaska"
35339,"Tanacross AK",,"Tanacross AK","Alaska"
32769,"Kotlik AK",,"Kotlik AK","Alaska"
32315,"Nikolski AK",,"Nikolski AK","Alaska"
30519,"Boca Raton FL",,"Boca Raton FL","Florida"
33264,"Medford OR",,"Medford OR","Oregon"
30165,"Adak Island AK",,"Adak Island AK","Alaska"
33543,"Marion/Herrin IL",,"Marion/Herrin IL","Illinois"
33540,"Burlington/Mount Vernon WA",,"Burlington/Mount Vernon WA","Washington"
33268,"Melfa VA",,"Melfa VA","Virginia"
33546,"Moses Lake WA",,"Moses Lake WA","Washington"
32649,"Nanwalek AK",,"Nanwalek AK","Alaska"
31867,"Garden City KS",,"Garden City KS","Kansas"
33792,"Redding CA",,"Redding CA","California"
31865,"Gillette WY",,"Gillette WY","Wyoming"
33795,"Jacksonville/Camp Lejeune NC",,"Jacksonville/Camp Lejeune NC","North Carolina"
35440,"Waukesha WI",,"Waukesha WI","Wisconsin"
32556,"St. Cloud MN",,"St. Cloud MN","Minnesota"
30950,"Cortez CO",,"Cortez CO","Colorado"
35446,"Uganik AK",,"Uganik AK","Alaska"
30561,"Bakersfield CA",,"Bakersfield CA","California"
30562,"Mobile AL",,"Mobile AL","Alabama"
31908,"Glasgow MT",,"Glasgow MT","Montana"
31053,"Clarks Point AK",,"Clarks Point AK","Alaska"
30569,"Beaufort SC",,"Beaufort SC","South Carolina"
31905,"Longview TX",,"Longview TX","Texas"
31282,"Decatur AL",,"Decatur AL","Alabama"
30683,"Bloomington IN",,"Bloomington IN","Indiana"
30685,"Bloomington/Normal IL",,"Bloomington/Normal IL","Illinois"
34905,"Santa Maria CA",,"Santa Maria CA","California"
33316,"Omaha NE",,"Omaha NE","Nebraska"
32222,"East Hampton NY",,"East Hampton NY","New York"
32223,"Ashland WV",,"Ashland WV","West Virginia"
30110,"Akulik AK",,"Akulik AK","Alaska"
30111,"Deadfall AK",,"Deadfall AK","Alaska"
30113,"Bethel AK",,"Bethel AK","Alaska"
30114,"Trading Bay AK",,"Trading Bay AK","Alaska"
33319,"Shafter CA",,"Shafter CA","California"
30666,"Bellingham WA",,"Bellingham WA","Washington"
30663,"Princeton/Bluefield WV",,"Princeton/Bluefield WV","West Virginia"
30809,"Beaver Inlet AK",,"Beaver Inlet AK","Alaska"
30661,"Boulder City NV",,"Boulder City NV","Nevada"
30020,"Selawik AK",,"Selawik AK","Alaska"
31241,"Cape Romanzof AK",,"Cape Romanzof AK","Alaska"
30849,"Bozeman MT",,"Bozeman MT","Montana"
31245,"Chisana AK",,"Chisana AK","Alaska"
32365,"Williamsport PA",,"Williamsport PA","Pennsylvania"
33868,"Nogales AZ",,"Nogales AZ","Arizona"
33942,"Noorvik AK",,"Noorvik AK","Alaska"
33940,"Northway AK",,"Northway AK","Alaska"
33863,"Old Harbor AK",,"Old Harbor AK","Alaska"
33862,"Wolf Point MT",,"Wolf Point MT","Montana"
33865,"Olympia WA",,"Olympia WA","Washington"
33949,"Oshkosh WI",,"Oshkosh WI","Wisconsin"
31764,"East Farmingdale NY",,"East Farmingdale NY","New York"
31648,"Kalispell MT",,"Kalispell MT","Montana"
31646,"Friday Harbor WA",,"Friday Harbor WA","Washington"
32061,"Havasupai AZ",,"Havasupai AZ","Arizona"
35014,"St. Joseph MO",,"St. Joseph MO","Missouri"
35843,"Worland WY",,"Worland WY","Wyoming"
31641,"Fayetteville NC",,"Fayetteville NC","North Carolina"
33894,"Toksook AK",,"Toksook AK","Alaska"
33890,"Newport OR",,"Newport OR","Oregon"
34234,"Pilot Station AK",,"Pilot Station AK","Alaska"
34237,"Prescott AZ",,"Prescott AZ","Arizona"
34236,"San Luis Obispo CA",,"San Luis Obispo CA","California"
30100,"Carry Inlet AK",,"Carry Inlet AK","Alaska"
30208,"Augusta GA",,"Augusta GA","Georgia"
34231,"Presque Isle/Houlton ME",,"Presque Isle/Houlton ME","Maine"
34992,"Christiansted VI",,"Christiansted VI","U.S. Virgin Islands"
34993,"Sumter SC",,"Sumter SC","South Carolina"
34046,"Pedro Bay AK",,"Pedro Bay AK","Alaska"
34512,"Rockford IL",,"Rockford IL","Illinois"
30016,"Hallo Bay AK",,"Hallo Bay AK","Alaska"
30011,"Peach Springs AZ",,"Peach Springs AZ","Arizona"
34040,"Painter Creek AK",,"Painter Creek AK","Alaska"
30012,"Blairstown NJ",,"Blairstown NJ","New Jersey"
35063,"Sparrevohn AK",,"Sparrevohn AK","Alaska"
31545,"Elfin Cove AK",,"Elfin Cove AK","Alaska"
35061,"Stevens Village AK",,"Stevens Village AK","Alaska"
34162,"Palmdale CA",,"Palmdale CA","California"
34696,"South Bend IN",,"South Bend IN","Indiana"
34167,"Port Moller AK",,"Port Moller AK","Alaska"
30385,"Astoria/Seaside OR",,"Astoria/Seaside OR","Oregon"
32207,"Harrison AR",,"Harrison AR","Arkansas"
30676,"Belleville IL",,"Belleville IL","Illinois"
30380,"Talladega AL",,"Talladega AL","Alabama"
32888,"Laramie WY",,"Laramie WY","Wyoming"
35656,"Saratoga Springs NY",,"Saratoga Springs NY","New York"
30779,"Butte MT",,"Butte MT","Montana"
31492,"Eek AK",,"Eek AK","Alaska"
32177,"Hobbs NM",,"Hobbs NM","New Mexico"
31496,"Newport VT",,"Newport VT","Vermont"
35601,"Visalia CA",,"Visalia CA","California"
34955,"Saipan TT",,"Saipan TT","U.S. Pacific Trust Territories and Possessions"
34433,"Santa Rosa CA",,"Santa Rosa CA","California"
30065,"Silver Salmon Creek AK",,"Silver Salmon Creek AK","Alaska"
34588,"Roswell NM",,"Roswell NM","New Mexico"
34582,"Rota TT",,"Rota TT","U.S. Pacific Trust Territories and Possessions"
33198,"Kansas City MO",,"Kansas City MO","Missouri"
31337,"Duluth MN",,"Duluth MN","Minnesota"
31336,"Dillingham AK",,"Dillingham AK","Alaska"
34761,"Sanford FL",,"Sanford FL","Florida"
32467,"Fort Lauderdale FL",,"Fort Lauderdale FL","Florida"
33192,"Sacramento CA",,"Sacramento CA","California"
33195,"Tampa FL",,"Tampa FL","Florida"
33194,"Merced CA",,"Merced CA","California"
34769,"Sanford ME",,"Sanford ME","Maine"
33196,"McGrath AK",,"McGrath AK","Alaska"
33714,"Naknek AK",,"Naknek AK","Alaska"
34601,"Nixon Fork Mine AK",,"Nixon Fork Mine AK","Alaska"
32866,"Karluk AK",,"Karluk AK","Alaska"
33049,"Lompoc CA",,"Lompoc CA","California"
32012,"Gunnison CO",,"Gunnison CO","Colorado"
32868,"Koyukuk AK",,"Koyukuk AK","Alaska"
33044,"Louisville KY",,"Louisville KY","Kentucky"
31423,"Des Moines IA",,"Des Moines IA","Iowa"
35749,"Winchester VA",,"Winchester VA","Virginia"
36390,"Beluga AK",,"Beluga AK","Alaska"
35807,"Willow AK",,"Willow AK","Alaska"
31856,"Great Bend KS",,"Great Bend KS","Kansas"
33348,"Jackson TN",,"Jackson TN","Tennessee"
30167,"Ardmore OK",,"Ardmore OK","Oklahoma"
33344,"Muskegon MI",,"Muskegon MI","Michigan"
32214,"Huslia AK",,"Huslia AK","Alaska"
32600,"Little Rock AR",,"Little Rock AR","Arkansas"
33347,"Hoolehua HI",,"Hoolehua HI","Hawaii"
32211,"Las Vegas NV",,"Las Vegas NV","Nevada"
33342,"Milwaukee WI",,"Milwaukee WI","Wisconsin"
31941,"Golovin AK",,"Golovin AK","Alaska"
32598,"Arlington TX",,"Arlington TX","Texas"
35569,"Victoria TX",,"Victoria TX","Texas"
34395,"Kona Village HI",,"Kona Village HI","Hawaii"
34863,"Skwentna AK",,"Skwentna AK","Alaska"
34945,"Charlotte Amalie VI",,"Charlotte Amalie VI","U.S. Virgin Islands"
32591,"Hog River AK",,"Hog River AK","Alaska"
34943,"Show Low AZ",,"Show Low AZ","Arizona"
34942,"Seldovia AK",,"Seldovia AK","Alaska"
35849,"Wasilla AK",,"Wasilla AK","Alaska"
33290,"Manhattan/Ft. Riley KS",,"Manhattan/Ft. Riley KS","Kansas"
31335,"Del Rio TX",,"Del Rio TX","Texas"
33984,"Norwood MA",,"Norwood MA","Massachusetts"
30405,"Atmautluak AK",,"Atmautluak AK","Alaska"
30408,"Appleton WI",,"Appleton WI","Wisconsin"
30409,"Watertown SD",,"Watertown SD","South Dakota"
31230,"Chatham AK",,"Chatham AK","Alaska"
32268,"Kiana AK",,"Kiana AK","Alaska"
33763,"Oceana VA",,"Oceana VA","Virginia"
35245,"Teller AK",,"Teller AK","Alaska"
33767,"Nuiqsut AK",,"Nuiqsut AK","Alaska"
